ID;Occurrences;Noun;Cxn;Process;Verb;Event_Type;Modification;Sem_NonSubjExperiencer;Sem_SubjStimulus;Verb_Form;Time;Corpus;Text_genre
KIParla_PTB023;pedala // quindi // ma per il basaglia in partico o in generale // e vai in mezzo ai torturati e sei quello che deve far coraggio // vieni qua e le cose vanno male e devi dire tranquilli ci penso io // ogni tanto mi piacerebbe qua qualcuno mi dicesse;emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTB023;// testo // dio fa voi donne voi giovani sapete fare // sara'' questo // questo // boh // senti che spettacolo // questo mi emoziona sempre // ragazza che non ho // ti ho gia'' scritto una volta // ero piu'' giovane dentro e fuori // e sognavo che dal buio;coraggio;LVC;LVC_fare;fare coraggio;causative;Non_Modified;Zero;Animate;NonFinite_Infinitive;2011_2021;Spoken;Dialogic_speech
KIParla_PTB024;// eh certo ogni volta che ci sono mh spostamenti di persone // e'' sempre sempre cosi'' // ma comun // e quello dava un po'' fastidio perche'' se uno stava bene al suo paese // mh mh // penso che // ci sarebbe rimasto dici // eh // eh assolutamente ma questa;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Zero;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD004;facendo a tutti i giardini che ci sono nella mia zona da // eh si'' si'' si'' si'' // si'' perche'' hanno capito che ai torinesi da'' fastidio quello con il cappello con il piattino // che fa anche un po'' tenerezza questa cosa // eh si'' // che non fa niente // allora;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Animate;Animate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD005;sempre andati avanti finche'' abbiamo trovato // un paese // un paese // madonna e poi siete tornati indietro o // faceva paura eh // eh si'' // piu'' che altro che x // perche'' non // se ti sentivi male li'' stavi li'' // ah si'' poi piu'' che altro che // cioe'';paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD007;dove io ho fatto le medie // mah va bene insomma va bene cosi'' // ma non erano i ragazzi del centro sociale che mi davano fastidio // perche'' quelli secondo me erano adorabili // era una parte del mondo che gli ruotava intorno // mh mh // eh perche'' //;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Animate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD007;odio mangiare con l''odore del popcorn // sai proprio mi da'' // ce'' guardare il film con l''odore del popcorn mi da'' proprio fastidio // fastidio // e poi non mi piacciono tanto i film // che ne so dei supereroi // quelle robe li'' per cui // mh mh // non;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD007;a questa mia abitudine di non // di non essere cosi'' assidua frequentatrice delle sale cinematografiche perche'' mi emoziona ancora molto // ah // andare al cinema mi piace // che bello // quando vado proprio mi sento // e e in che cinema vai // tutta;emozione;SV;SV_zero-derived;emozionare;causative;Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD011;sara'' sempre di piu'' // perche'' ormai la societa'' e'' cambiata // non e'' piu'' // ce'' mh // pero'' non e'' una cosa che mi // mi da'' fastidio // anzi ormai te l''ho detto // mh sto vivendo // sto vivendo serenamente questa cosa // saranno sempre piu'' integrati //;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD011;e'' recintato // so che eh // li portano e quindi // evitiamo // amore // e quindi no // ce'' // pero'' non mi non e'' che mi // da'' fastidio insomma eh // devono avere anche degli spazi loro // ce'' meglio // forse nel giardino // che in mezzo // alla strada che poi;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD012;e'' al colle de del monginevro si vede proprio l''inquadratura non ci sono ancora gli impianti // mhmh mhmh // e si'' fa impressione devo dire rivederti il posto e dire // quello e'' lo stesso posto dove noi adesso stiamo facendo la stessa cosa cioe'';impressione;LVC;LVC_fare;fare impressione;causative;Non_Modified;Zero;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD014;chiusa maggiormente quindi ehm e'' una cosa un po'' reciproca io non vado a prendere una cosa in presito da te e pero'' mi da'' fastidio se tu vieni a prenderla da me solo proprio in casi no // quindi e'' molto raro che quindi questa c''e'' stata una chiusura;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD015;molto anche tipo il mercato di santa rita // mh mh // eh piuttosto che quello di mh // della crocetta che e'' un po'' mi da'' fastidio // ad esempio io ho un''avversione per i mercati in generale // cioe'' io per me i mercati potrebbero chiudere io non ci // no;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Egophoric;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD017;il mattino e vedevi // i militari armati che camminavano e secondo me quello l''hanno sempre fatto e infatti mi dava molto fastidio questo // perche'' lo fai soltanto ed esclusivamente per dimostrare a me // a me come campione di persona a me // mh mh // che;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD017;// che a me non e'' mai piaciuto come // eh che stavano per strada // quindi che passavano il tempo a bere e a dar dare comunque fastidio // mh mh mh // degradava la la zona perche'' comunque lasciavano robe in giro tutti quanti // mh mh // quindi non c''era piu'';paura;LVC;LVC_mettere;mettere paura;causative;Modified;Zero;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD017;difficolta'' o altro // avevano anche degli atteggiamenti molto piu'' strafottenti // e che mettevano ovviamente molta paura perche'' erano gente che magari si accrocchiava // certo // e eh // e poi appunto eh guardava le ragazze parlava // parlava;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Zero;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_PTD017;comunque sia che // tutto cio'' che // e'' a piu'' o meno trenta chilometri da casa tua // comunque // okay // da'' sempre fastidio eh // bene questo non avevo considerato quest''aspetto okay // cioe'' comunque sia il discorso del eh dei meridionali //;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Zero;Animate;NonFinite_Infinitive;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3001;passa // no ma infatti // e questa cosa succede // no ma // no ma infatti // dopo guardi il programma della summer school fa paura // lunedi'' // lunedi'' che facevamo il giro // di mh // di un progetto di tesi relatore italiano e quale potrebbe essere;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3003;roberta tutti a fare commenti alla foto della zia // no // davvero // vestita da suora si'' e'' vesti // da suora // si'' no fa fa paura // fa proprio scassare // fa paura // sembra proprio una suora // sembra proprio una suora e'' vero // cioe'' ha fatto bene //;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Animate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3004;cantava lucio battisti la distanza crea queste cose // cosa crea // incomprensioni // no invece no // ti sta mettendo paura eh // no non &#232;paura;LVC;LVC_mettere;mettere paura;causative;Non_Modified;Egophoric;Unknown;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3005;cioe'' // come cazzo stai // io prendere cosi'' sul serio il calcio e'' una cosa che non comprendo cioe'' // cioe'' // come mi da'' fastidio la gente che non lo prende sul serio abbastanza mi da'' anche fastidio la gente che se lo prende troppo sul serio // quindi;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Animate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3005;cosa che non comprendo cioe'' // cioe'' // come mi da'' fastidio la gente che non lo prende sul serio abbastanza mi da'' anche fastidio la gente che se lo prende troppo sul serio // quindi tu proprio non x // chi // me // ma io non capisco la gente x x undici che;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Animate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3006;proprio andare li'' e chiedergli ma come cazzo avete fatto // perche'' // devi per forz forza prendere // no perche'' mi da'' fastidio perche'' dici non e'' che io non ho stud mh ho studiato veramente io in questi anni ma mi ci son veramente messa sotto // uh //;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3006;non ho stud mh ho studiato veramente io in questi anni ma mi ci son veramente messa sotto // uh // pur'' io // cioe'' poi mi da'' fastidio perche'' io ho tipo tipo sei sette trenta di cui tipo quattro e lode pero'' n poi no non non ri cioe'' non capito dei ventinove;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3006;gliel'' ho detto cioe'' io io e rossana abbiamo avuto del contrasti su questa cosa perche'' lei e'' molto gasata e a me da'' fastidio perche'' dico rossana cioe'' // c'' e'' una possibilita'' su un milione che entriamo veramente cioe'' non eh // eh lo so // se l'';fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3006;ventisette punto sette dammi ventotto cazzo scusami eh cioe'' son piu'' vicina al ventotto che al ventisette a me ha dato fastidio questa cosa cioe'' e rossana la stessa cosa perche'' lei aveva venti ventotto // certo // diciamo verso il ventinove pero'';fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3006;molto bene // no poi anche l'' ambiente e'' molto carino cioe'' i ragazzi con cui sto e gli insegnanti e // mi faceva un po'' paura perche'' sapendo che era una scuola molto bro buona temevo che ci fossero sai piena di gente con la puzza sotto il naso //;paura;LVC;LVC_fare;fare paura;causative;Modified;Egophoric;Unknown;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3007;superficiali cioe'' ma de neanche delle critiche erano delle notazioni che pero'' in quel momento ti danno molto fastidio quindi poi io mi sono chiesto ma perche'' mi sta dando fastidio cioe'' che // non dovrei incazzarmi per questa cosa non;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Animate;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3007;delle notazioni che pero'' in quel momento ti danno molto fastidio quindi poi io mi sono chiesto ma perche'' mi sta dando fastidio cioe'' che // non dovrei incazzarmi per questa cosa non dovrei nemmeno mettermi a ragionare su questa cosa pero'' // pero'';fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Inanimate;NonFinite_Other;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3008;// stai andando dalla persona sbagliata perche'' // non ti fa mai i complimenti // e invece le critiche te le f // no mi fa impressione // basta // proprio // e invece le critiche te le fa abbastanza // e'' colpa mia e'' uno stato di fatto // e invece le critiche;impressione;LVC;LVC_fare;fare impressione;causative;Non_Modified;Egophoric;Animate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3008;e sei stato fedele a fortini // no e'' perche'' poi ho pensato che // questa cosa dell'' iperspecialismo era // scusami mi fa impressione // che poi ho pensato che que perche'' questa cosa dell'' iperspecialismo // e'' un e'' una citazione a fortini perche'';impressione;LVC;LVC_fare;fare impressione;causative;Non_Modified;Egophoric;Unknown;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3011;salita come perso due volte // eh no io come persona dietro si'' vabbe'' // come passeggero // e io poco perche'' mi fa un po'' paura // madonna e tra l'' altro sono salita con andrea // che mi faceva gli scherzi di fare uh perche'' x // vabbe'' ma andrea e'';paura;LVC;LVC_fare;fare paura;causative;Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3012;ho capito // grande // che figo // stavamo stavamo la'' eccetera // arrivano due che stavano strafuori // e iniziano a dar fastidio a noi pero'' capito quelle cose che ti rompono il cazzo e cosi'' // madonna // si'' esatto sti cazzi // io // poi nulla usciamo;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Animate;NonFinite_Infinitive;2011_2021;Spoken;Dialogic_speech
KIParla_TOA3014;lo // praticamente // io ho capito solo che avesse salutato sta frega e stava li'' a amoreggiare con sta frega e a te te dava fastidio // frega // carlo amoreggiava con questa // ah lui lui si'' // eh praticam // il primo giorno che so'' arrivata // poi so'';fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD1014;// ehm io l'' ho vista dal vivo mi e'' capitato // e'' raro vedere dal vivo mugler vintage anche trovarlo in negozio // fa paura nel senso che ha // una vita molto stretta // delle spalle larghe // quindi crea una silhouette triangolare // astratta;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Animate;Finite;2011_2021;Spoken;Monologic_speech
KIParla_TOD1014;danno l'' idea appunto // per esempio rimandano a forme appunto di // organiche pero'' di insetti no // quindi // ha fa un po'' impressione no // vedere una vestita mugler a me e'' capitato perche'' c'' era un festival a roma di recente // eh insomma il // quello di;impressione;LVC;LVC_fare;fare impressione;causative;Modified;Zero;Clausal;Finite;2011_2021;Spoken;Monologic_speech
KIParla_TOD1014;// tutti i codici vestimentati del punk andavano contro le regole del buon vestire borghese // cioe'' facevano paura no // perche'' utilizzavano // elemeni che si utilizzano per fare moda // per esempio la spilla da balia no // utilizzata;paura;LVC;LVC_fare;fare paura;causative;Modified;Zero;Inanimate;Finite;2011_2021;Spoken;Monologic_speech
KIParla_TOD1014;tailleur in realta'' di givenchy // con cappello // accessoriato con i guanti // che la rende molto elegante // fa quasi paura no incute timore // eh rispetto // ed e'' appropriato si sposa con il fatto che lei e'' diventata una donna // pero'' com'' e'';paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Inanimate;Finite;2011_2021;Spoken;Monologic_speech
KIParla_TOD1015;quelle poche frasi // tolto il riferimento alla casa dei de medici // e'' sempre un testo scritto a fine settecento // fa impressione // fa impressione // quindi diciamo non e'' che solo gli storici poi successivi // si sono resi conto di queste cose no no il;impressione;LVC;LVC_fare;fare impressione;causative;Non_Modified;Zero;Inanimate;Finite;2011_2021;Spoken;Monologic_speech
KIParla_TOD1016;sempre se uso il microfono almeno per iniziare // va bene // si'' in fondo // e'' meglio anche per me perche'' mi da'' sempre fastidio tenerlo pero'' in realta'' la mia voce e'' piu'' contenta ovviamente se // l'' aiuto un po'' // eh mh // domande cose non non;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Monologic_speech
KIParla_TOD1016;modo i connotati // ecco nel libretto i connotati devono essere alterati naturalmente // eh pero'' certe volte fa impressione la // la potenza con cui la musica riesce a // a modificare un eh // le ritmiche tante volte sono uguali // e'' che pero'' alla;impressione;LVC;LVC_fare;fare impressione;causative;Non_Modified;Zero;Inanimate;Finite;2011_2021;Spoken;Monologic_speech
KIParla_TOD1017;che ci dice anche // come nascano possano nascere le dittature // perche'' eh // in questa // eh seduta // alla camera beh fa impressione // rileggersi il discorso che fece o leggere i resoconti cioe'' // mussolini arrivo'' li'' e davanti alla camera dei;impressione;LVC;LVC_fare;fare impressione;causative;Non_Modified;Zero;Clausal;Finite;2011_2021;Spoken;Monologic_speech
KIParla_TOD2003;e'' un'' altra cosa // cioe'' all'' inizio ero proprio emozionata cioe'' andare in giro e vedere dei giovani // proprio // mh mi emoziona cioe'' non ero abitua era sconcer cioe'' a davvero se tu prendi l'' autobus e trovi uno della tua eta'' // lo guardi come se;emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD2003;vita // beh // pero'' pero'' mi ero affezionata poi anche perche'' era la mia prima camera da universitaria quindi // mi emozionava l'' idea // un materasso scomossimo una roba proprio illegale // eh mh // ma quella casa in realta'' ero stat cioe'';emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD2007;// pero'' magari cerco di star zitta e di non dir nulla perche'' poi penso che // forse anch'' io a volte faccio qualcosa che da fastidio agli altri allora i ti tieni un po'' // e poi certo non mi e'' mai successo nulla di grave o particolare da dover litigare e;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Animate;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD2007;facilmente // si'' // io mi adeguo facilmente // eh certo alcune volte ci sono determinati comportamenti che mi danno fastidio // pero'' magari cerco di star zitta e di non dir nulla perche'' poi penso che // forse anch'' io a volte faccio qualcosa che da;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD2007;no // avrei troppa paura // troppa paura ma di star della solitudine oppure // ma ma anche solo // no la solitudine non mi fa paura // okay // io avrei paura tipo se ti succede qualcosa che sei da solo e cosa fai eh // ti gratti i pollici o // si'' // pero'';paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD2007;secondo me e'' parlare // pero'' // e poi anche il fatto che si'' // in casa // parliamo tanto e se c'' e'' qualcosa che da'' fastidio comunque lo diciamo // magari in modo tranquillo // ma quando si e'' a tavola che mangi // magari anche in modo scherzoso;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Zero;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD2009;c'' era gente proprio povera che tipo seduta in terra senza scarpe sporca // eh mh // quindi tipo anche quello mi ha un sacco impressionato perche'' dici cioe'' cavolo // ti ritrovi // nella citta'' mh in una delle citta'' delle piu'' moderne // e poi // come giri l'';impressione;SV;SV_zero-derived;impressionare;causative;Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD2009;sono // cioe'' sono diverse ti accettano per quello che sei senza farti troppe domande // eh mh // una cosa che // mi ha impressionata e'' stata il primo giorno che siamo arrivati // che ci siamo presentati durante la messa // eh che appena usciti mille;impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD2012;la vecchia a fianco // che urla sbraita bestemmia dice parolacce // rutta giorno e notte in maniera rumorosa // eh e mi da'' fastidio // eh a san salvario stavamo abbastanza silenziosi // a parte i soliti lavori per strada del comune // che ha fatto ha;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Animate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD2012;c c'' e'' del paranormale c'' e'' // e quindi c'' e'' questa storia paranormale pero'' // cioe'' quando c'' ero io // a te non t'' aveva infastidito il fantasma // no no no no no // infatti questo mio amico mi ha detto no no tu puoi tu puoi stare non eh // ma infatti comunque;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Egophoric;Animate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD2012;che finivano a mezzanotte siamo sempre tornati // sani e salvi senza nessuna // senza nessuna paura ecco // cioe'' fa piu'' paura tornare qua e beccare a mezzanotte la vecchia che urla e che non ci fara'' dormire // eh rispetto // all'' extracomunitario;paura;LVC;LVC_fare;fare paura;causative;Modified;Zero;Clausal;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD2012;silenziosa da un lato // mhmh // eh quindi // poi appunto non ci vivo quindi // i difetti mi danno relativamente fastidio li'' appunto // fastidio // dai quindic'' anni fino ai venticinque // poi sono andata // sono andata via // a palermo hai;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Egophoric;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
KIParla_TOD2013;fumatrice non fumo in casa // odio il l'' odore del fumo in casa poi avendo un cane e un gatto // ottimo // a loro da'' piu'' fastidio // esatto // il tuo ragazzo fuma invece // mh non fuma ma a volte per rilassarsi un po'' // tipo due tre volte l'' anno fuma la;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Animate;Inanimate;Finite;2011_2021;Spoken;Dialogic_speech
LIP_FA12;B: mh A: perche'' se no prima s prima si comportava in una maniera ora l'' e'' cambiato e si comporta meglio voi un gli dite nulla e allora lui dice accidenti al diavolo allora eh B: si'' si'' questo si'' A: accidenti a quando mi comportavo peggio insomma ecco capito? quindi B: e poi fa presto a parte l''accidente A: no ma_ ah invece se lui si presta vi da'' una mano_ e via di seguito B: mh A: quindi _ incoraggiatelo va bene_? </s><s> B: okay A: cioe'' fategli vedere che_ # vi siete resi conto che ha cambiato # B: ho capito A: atteggiamento va bene? quindi # B: si'' A: e poi per quanto riguarda li'' l''officina volevo dire vi_ eh mi e'' stato fatto una lamentela B: mh A: un po'' che eh eh spesso il movimento vi porta via macchine che sono gia'' bell''e destinate al fermo oppure addirittura son state fermate mi spiego e'' venuto il;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Egophoric;Finite;1980_2000;Spoken;Dialogic_speech
LIP_FA14;ci sono tante che non sono aiutate per niente qualcuna si'' B: mh mh A: qualcuna si'' e'' vero # qualcuna s''aiuta da se'' perche'' ha avuto_ magari_ e'' andata_ ha cominciato bene_ l''esperienza scolastica dalle elementari B: si'' diciamo no? e ci sono questi casi fortunati ma qualcuna no pero'' e'' tipico di una persona che non ha fiducia in se stessa vedersi sempre inferiore agli altri B: lei si vede sempre inferiore agli altri A: ahah bisogna fargli coraggio a questa ragazza B: forse perche'' non ha avuto_ diciamo_ e_ puo'' subentrare per esempio questa timidezza_ questa_ che_ lei ha avuto dei genitori anziani che A: signora e'' possibile B: che non si e'' portata da piccina mai fuori_ si e'' tenuto_ A: e'' possibile signora si'' B: un pochino_ e'' vero questo o no? </s><s> A: determina il fatto che i genitori siano anz <iani> anziani non e'' che non voglia dire niente determina;coraggio;LVC;LVC_fare;fare coraggio;causative;Non_Modified;Animate;Unknown;NonFinite_Infinitive;1980_2000;Spoken;Dialogic_speech
LIP_MA21;'' D: giu'' B: giu'' al tavolo a sinistra D: giu'' al tavolo a sinistra U: bisogna darlo in prestito? </s><s> D: se ne ha diritto si'' [incomprensibile] F: vorrei prendere questo in prestito [incomprensibile] [incomprensibile] G: senta per favore per la <?> della aula <??> devo andare <??> D: deve andare <??> [incomprensibile] G: [incomprensibile] ha bisogno del documento? </s><s> [incomprensibile] O: do fastidio ? </s><s> M: no no [incomprensibile] M: no no sto parlando con la signorina G: ah eh D: e_ il registratore a cosa serve? </s><s> O: no no questo sto ascoltando io [risata] mentre osservo ascolto altrimenti D: a cosa serve allora? </s><s> O: ah per vedere l''affluenza D: da da parte di chi? </s><s> O: degli studenti dall''universita'' D: da parte del <??> degli studenti in particolare O: si'' in particolare a orari facciamo delle rilevazioni statistiche;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Zero;Egophoric;Finite;1980_2000;Spoken;Dialogic_speech
LIP_MB10;e'' male B: letterine_ aspetta che magari te ne leggo qualcuna A: ah B: ah A: ma chi te l''ha mandato_? </s><s> B: un maggiore dell''aereonautica perche'' l''anno prossimo nel novantadue se ne parlera'' moltissimo A: ah ma sara'' mica come quello fatto dal maestro_ con i bambini delle elementari_? </s><s> eh? quello di Napoli_ B: no no A: io speriamo che me la cavo? </s><s> B: carissimi soldati in tutti i modi <???> parecchio addolorati _ piripum piripam <??> soldato non morire_ siamo con voi viva la guerra_ abbasso la p <ace> no abbasso la guerra viva la pace A: ma ci sono anche foto_ disegni o_ B: disegni di tutti i generi A: ah buono allora si potrebbe riprodurre eh? </s><s> B: direi di si'' con l''autorizzazione A: ah gia'' B: guarda fotografie_ A: ma e'' in vendita_? </s><s> B: no A: mh B: omaggio si fa un servizio? </s><s> A;dolore;SV;SV_parasynthetic;addolorare;causative;Modified;Animate;Unknown;NonFinite_Other;1980_2000;Spoken;Dialogic_speech
LIP_MB34;<s> B: [incomprensibile] sui giornali <??> pero'' nessuno sapeva la data A: allora [incomprensibile] B: si'' certo poi ce la dividiamo pero'' # ora vediamo tanto per fare la cosa piu'' onesta A: si'' certo [incomprensibile] B: fai un estratto conto facciamo tiriamo fuori cosa e'' cosa incide [incomprensibile] A: pero'' [incomprensibile] B: quella cifra li'' e poi dividiamo A: senti XYZ per il momento <???> una lira fa paura B: si'' va bene [incomprensibile] poi l''abbiam rivisto all''aeroporto a Linate A: [incomprensibile] inguardabile ha detto XYZ quant''e'' brutto XYZ ma ha detto quanto e'' brutto a fianco <?> di XYZA: impegni assunti precedentemente spiace comunicare che non e'' piu'' di_ non possiamo aderire alla suddetta gara di appalto # capito? anche perche'' quella gara li'' era <?> con quella precedente B: allora il giorno seguente A: no il quattordici il quattordici [incomprensibile];paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Inanimate;Finite;1980_2000;Spoken;Dialogic_speech
LIP_MD13;molla del processo storico_ che io non vedo che un solo partito la logica consociativa_ che in parlamento ha tenuto_ sapete che in Italia e'' stato il parlamento a tenere quando fuoco e fiamme sulle strade il parlamento era la'' sotto braccetto a tutti destra sinistra centro tutti a mantenere in piedi tutti con la loro <?> in base al loro numero di voti_ cooptati tutti nello stesso sistema cooptati tutti nello stesso sistema voi capite che qui siamo davanti_ a falsi partiti siamo davanti a due partiti il nostro vento fa paura perche'' per la prima volta il partito di Roma_ trova sulla sua strada il partito della Lombardia_ il partito [ovazione] il partito della <?> della Lombardia_ che gli impone un prezzo da pagare e questo prezzo non si illudano non si illudano questi partiti deve essere pagato fino in fondo perche'' noi non entreremo nelle giunte non avalleremo il potere di Roma se il potere di Roma non ha i mezzi per fare le giunte per governare benissimo rifaccia le elezioni la prossima volta la gente non si ferma piu'';paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Inanimate;Finite;1980_2000;Spoken;Monologic_speech
LIP_ME8;diceva che non e'' il petrolio chiaramente qu <este> dichiarazioni possono anche trovare il tempo che trovano pero'' non e'' solo il petrolio e'' indubbiamente eh sono sono altri gli aspetti ad esempio la potenza di_ eh di Saddam che poteva che era sicuramente preoccupante per eh l''occidente e_ naturalmente prima di tutto per Israele e_ anche dal punto di vista di alleanze di alleanze che in un prossimo futuro_ Saddam avrebbe potuto stringere con altri paesi_ del Medio Oriente e_ indubbiamente anche dal punto di vista storico ti fa paura l''occidente e'' l''integralismo islamico quello che noi chiamiamo integralismo che probabilmente non e''_ integralismo nel senso eh puro del termine ma e'' la loro cultura il loro modo di pensare che_ si portano_ da_ da duemila anni e piu'' non lo so eh l''integralismo che abbiamo combattuto eh fornendo le armi a Saddam per combattere l''Iraq l''Iran e_ # e che ora_ [interruzione] A: contati non li ho contati pero'' so che sono tanti B: ecco quali? </s><s> A:;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Animate;Animate;Finite;1980_2000;Spoken;Broadcast
